Date,Open,High,Low,Close,Adj Close,Volume
2020-07-10,0.100000,0.100000,0.100000,0.100000,0.100000,100
2020-07-13,0.090000,0.100000,0.090000,0.100000,0.100000,6100
2020-07-14,0.100000,0.100000,0.100000,0.100000,0.100000,1000
2020-07-15,0.090000,0.100000,0.090000,0.090000,0.090000,19400
2020-07-16,0.090000,0.090000,0.090000,0.090000,0.090000,1300
2020-07-17,0.090000,0.090000,0.090000,0.090000,0.090000,199700
2020-07-20,0.090000,0.090000,0.090000,0.090000,0.090000,400
2020-07-21,0.100000,0.100000,0.100000,0.100000,0.100000,25900
2020-07-22,0.100000,0.100000,0.100000,0.100000,0.100000,0
2020-07-23,0.100000,0.100000,0.100000,0.100000,0.100000,0
2020-07-24,0.110000,0.110000,0.100000,0.100000,0.100000,6000
2020-07-27,0.120000,0.120000,0.120000,0.120000,0.120000,600
2020-07-28,0.120000,0.120000,0.120000,0.120000,0.120000,0
2020-07-29,0.100000,0.100000,0.100000,0.100000,0.100000,231200
2020-07-30,0.100000,0.100000,0.100000,0.100000,0.100000,0
2020-07-31,0.100000,0.100000,0.100000,0.100000,0.100000,0
2020-08-03,0.100000,0.120000,0.100000,0.120000,0.120000,65200
2020-08-04,0.120000,0.120000,0.110000,0.120000,0.120000,36100
2020-08-05,0.120000,0.120000,0.120000,0.120000,0.120000,0
2020-08-06,0.120000,0.120000,0.120000,0.120000,0.120000,21400
2020-08-07,0.120000,0.120000,0.120000,0.120000,0.120000,0
2020-08-10,0.100000,0.120000,0.100000,0.120000,0.120000,21800
2020-08-11,0.120000,0.120000,0.120000,0.120000,0.120000,80000
2020-08-12,0.110000,0.110000,0.110000,0.110000,0.110000,100500
2020-08-13,0.120000,0.120000,0.100000,0.100000,0.100000,28400
2020-08-14,0.100000,0.120000,0.100000,0.100000,0.100000,59000
2020-08-17,0.110000,0.110000,0.110000,0.110000,0.110000,4100
2020-08-18,0.110000,0.110000,0.110000,0.110000,0.110000,100
2020-08-19,0.100000,0.110000,0.100000,0.110000,0.110000,2000
2020-08-20,0.110000,0.110000,0.110000,0.110000,0.110000,0
2020-08-21,0.110000,0.110000,0.110000,0.110000,0.110000,15400
2020-08-24,0.110000,0.110000,0.110000,0.110000,0.110000,10000
2020-08-25,0.110000,0.110000,0.110000,0.110000,0.110000,2100
2020-08-26,0.110000,0.110000,0.110000,0.110000,0.110000,16500
2020-08-27,0.100000,0.100000,0.100000,0.100000,0.100000,50800
2020-08-28,0.100000,0.100000,0.090000,0.090000,0.090000,122800
2020-08-31,0.090000,0.100000,0.090000,0.090000,0.090000,48100
2020-09-01,0.100000,0.110000,0.100000,0.110000,0.110000,17700
2020-09-02,0.100000,0.100000,0.090000,0.100000,0.100000,145900
2020-09-03,0.100000,0.100000,0.100000,0.100000,0.100000,0
2020-09-04,0.090000,0.100000,0.090000,0.100000,0.100000,1800
2020-09-08,0.090000,0.100000,0.090000,0.100000,0.100000,5000
2020-09-09,0.100000,0.100000,0.090000,0.100000,0.100000,4200
2020-09-10,0.100000,0.100000,0.100000,0.100000,0.100000,3500
2020-09-11,0.100000,0.110000,0.090000,0.110000,0.110000,4100
2020-09-14,0.090000,0.100000,0.080000,0.090000,0.090000,293300
2020-09-15,0.090000,0.090000,0.050000,0.080000,0.080000,653400
2020-09-16,0.080000,0.080000,0.070000,0.080000,0.080000,34000
2020-09-17,0.080000,0.090000,0.080000,0.090000,0.090000,155000
2020-09-18,0.080000,0.090000,0.080000,0.080000,0.080000,75000
2020-09-21,0.080000,0.080000,0.080000,0.080000,0.080000,0
2020-09-22,0.080000,0.090000,0.080000,0.090000,0.090000,195000
2020-09-23,0.080000,0.080000,0.080000,0.080000,0.080000,61900
2020-09-24,0.080000,0.080000,0.080000,0.080000,0.080000,0
2020-09-25,0.080000,0.090000,0.080000,0.080000,0.080000,23200
2020-09-28,0.080000,0.090000,0.080000,0.080000,0.080000,18100
2020-09-29,0.090000,0.090000,0.090000,0.090000,0.090000,104000
2020-09-30,0.090000,0.090000,0.090000,0.090000,0.090000,62900
2020-10-01,0.100000,0.100000,0.100000,0.100000,0.100000,200
2020-10-02,0.090000,0.090000,0.090000,0.090000,0.090000,146000
2020-10-05,0.090000,0.090000,0.090000,0.090000,0.090000,60000
2020-10-06,0.090000,0.090000,0.090000,0.090000,0.090000,50300
2020-10-07,0.090000,0.090000,0.090000,0.090000,0.090000,800
2020-10-08,0.090000,0.090000,0.090000,0.090000,0.090000,0
2020-10-09,0.090000,0.090000,0.090000,0.090000,0.090000,20000
2020-10-12,0.090000,0.090000,0.080000,0.090000,0.090000,49100
2020-10-13,0.080000,0.080000,0.080000,0.080000,0.080000,47800
2020-10-14,0.080000,0.090000,0.080000,0.090000,0.090000,26000
2020-10-15,0.090000,0.090000,0.090000,0.090000,0.090000,0
2020-10-16,0.090000,0.090000,0.090000,0.090000,0.090000,0
2020-10-19,0.090000,0.090000,0.090000,0.090000,0.090000,0
2020-10-20,0.080000,0.090000,0.080000,0.080000,0.080000,6700
2020-10-21,0.080000,0.080000,0.080000,0.080000,0.080000,0
2020-10-22,0.090000,0.090000,0.080000,0.080000,0.080000,12600
2020-10-23,0.080000,0.080000,0.080000,0.080000,0.080000,0
2020-10-26,0.090000,0.090000,0.090000,0.090000,0.090000,39900
2020-10-27,0.080000,0.090000,0.080000,0.090000,0.090000,3700
2020-10-28,0.090000,0.090000,0.080000,0.080000,0.080000,16200
2020-10-29,0.090000,0.090000,0.090000,0.090000,0.090000,200
2020-10-30,0.080000,0.080000,0.080000,0.080000,0.080000,44400
2020-11-02,0.080000,0.080000,0.080000,0.080000,0.080000,10000
2020-11-03,0.080000,0.080000,0.080000,0.080000,0.080000,12500
2020-11-04,0.080000,0.080000,0.080000,0.080000,0.080000,0
2020-11-05,0.080000,0.080000,0.080000,0.080000,0.080000,0
2020-11-06,0.090000,0.090000,0.090000,0.090000,0.090000,33000
2020-11-09,0.090000,0.090000,0.090000,0.090000,0.090000,5000
2020-11-10,0.090000,0.090000,0.090000,0.090000,0.090000,72500
2020-11-11,0.080000,0.090000,0.080000,0.090000,0.090000,195100
2020-11-12,0.090000,0.090000,0.080000,0.090000,0.090000,525000
2020-11-13,0.090000,0.090000,0.090000,0.090000,0.090000,25000
2020-11-16,0.090000,0.090000,0.090000,0.090000,0.090000,61500
2020-11-17,0.090000,0.090000,0.080000,0.080000,0.080000,226500
2020-11-18,0.090000,0.090000,0.080000,0.080000,0.080000,82500
2020-11-19,0.080000,0.080000,0.080000,0.080000,0.080000,0
2020-11-20,0.080000,0.090000,0.080000,0.090000,0.090000,32600
2020-11-23,0.090000,0.090000,0.080000,0.090000,0.090000,65000
2020-11-24,0.090000,0.090000,0.080000,0.090000,0.090000,182400
2020-11-25,0.080000,0.090000,0.080000,0.090000,0.090000,80600
2020-11-27,0.090000,0.090000,0.090000,0.090000,0.090000,100
2020-11-30,0.080000,0.090000,0.080000,0.090000,0.090000,27300
2020-12-01,0.090000,0.090000,0.090000,0.090000,0.090000,5000
2020-12-02,0.090000,0.090000,0.090000,0.090000,0.090000,94000
2020-12-03,0.090000,0.090000,0.090000,0.090000,0.090000,46200
2020-12-04,0.090000,0.100000,0.090000,0.100000,0.100000,161500
2020-12-07,0.110000,0.110000,0.100000,0.100000,0.100000,33000
2020-12-08,0.090000,0.100000,0.090000,0.100000,0.100000,25000
2020-12-09,0.100000,0.110000,0.100000,0.110000,0.110000,103100
2020-12-10,0.110000,0.130000,0.110000,0.120000,0.120000,118400
2020-12-11,0.120000,0.120000,0.110000,0.110000,0.110000,40800
2020-12-14,0.110000,0.120000,0.110000,0.120000,0.120000,120700
2020-12-15,0.110000,0.120000,0.110000,0.110000,0.110000,17200
2020-12-16,0.110000,0.130000,0.110000,0.130000,0.130000,95300
2020-12-17,0.140000,0.140000,0.130000,0.140000,0.140000,40700
2020-12-18,0.160000,0.190000,0.150000,0.170000,0.170000,659800
2020-12-21,0.170000,0.190000,0.150000,0.180000,0.180000,359100
2020-12-22,0.180000,0.190000,0.170000,0.170000,0.170000,369900
2020-12-23,0.180000,0.180000,0.160000,0.180000,0.180000,71600
2020-12-24,0.180000,0.180000,0.170000,0.180000,0.180000,179600
2020-12-28,0.210000,0.210000,0.190000,0.190000,0.190000,449100
2020-12-29,0.200000,0.200000,0.170000,0.190000,0.190000,149600
2020-12-30,0.200000,0.220000,0.180000,0.220000,0.220000,173400
2020-12-31,0.210000,0.220000,0.190000,0.220000,0.220000,186100
2021-01-04,0.220000,0.230000,0.180000,0.210000,0.210000,110700
2021-01-05,0.210000,0.210000,0.180000,0.200000,0.200000,103600
2021-01-06,0.180000,0.210000,0.170000,0.210000,0.210000,60000
2021-01-07,0.200000,0.210000,0.190000,0.190000,0.190000,125300
2021-01-08,0.180000,0.200000,0.180000,0.190000,0.190000,10700
2021-01-11,0.190000,0.210000,0.190000,0.200000,0.200000,49600
2021-01-12,0.200000,0.220000,0.200000,0.220000,0.220000,38400
2021-01-13,0.220000,0.220000,0.200000,0.210000,0.210000,57600
2021-01-14,0.180000,0.240000,0.180000,0.240000,0.240000,152300
2021-01-15,0.210000,0.240000,0.210000,0.230000,0.230000,116900
2021-01-19,0.220000,0.230000,0.210000,0.230000,0.230000,39600
2021-01-20,0.230000,0.240000,0.220000,0.220000,0.220000,50100
2021-01-21,0.220000,0.250000,0.220000,0.240000,0.240000,191200
2021-01-22,0.250000,0.250000,0.220000,0.240000,0.240000,115500
2021-01-25,0.250000,0.250000,0.220000,0.220000,0.220000,44600
2021-01-26,0.220000,0.230000,0.220000,0.230000,0.230000,25300
2021-01-27,0.230000,0.230000,0.190000,0.200000,0.200000,160000
2021-01-28,0.190000,0.200000,0.180000,0.190000,0.190000,34700
2021-01-29,0.190000,0.210000,0.140000,0.170000,0.170000,300200
2021-02-01,0.180000,0.190000,0.160000,0.170000,0.170000,80100
2021-02-02,0.210000,0.210000,0.180000,0.180000,0.180000,5800
2021-02-03,0.170000,0.210000,0.170000,0.200000,0.200000,38000
2021-02-04,0.200000,0.210000,0.160000,0.170000,0.170000,37500
2021-02-05,0.160000,0.210000,0.160000,0.200000,0.200000,62800
2021-02-08,0.200000,0.220000,0.190000,0.190000,0.190000,70200
2021-02-09,0.190000,0.210000,0.190000,0.190000,0.190000,51600
2021-02-10,0.390000,0.400000,0.240000,0.270000,0.270000,4710100
2021-02-11,0.280000,0.320000,0.270000,0.280000,0.280000,795700
2021-02-12,0.270000,0.280000,0.210000,0.220000,0.220000,595600
2021-02-16,0.230000,0.250000,0.200000,0.210000,0.210000,302900
2021-02-17,0.200000,0.230000,0.190000,0.200000,0.200000,223100
2021-02-18,0.230000,0.230000,0.200000,0.210000,0.210000,86200
2021-02-19,0.220000,0.240000,0.210000,0.240000,0.240000,231200
2021-02-22,0.240000,0.260000,0.220000,0.230000,0.230000,146400
2021-02-23,0.220000,0.250000,0.190000,0.200000,0.200000,321100
2021-02-24,0.230000,0.240000,0.190000,0.220000,0.220000,308400
2021-02-25,0.200000,0.230000,0.200000,0.220000,0.220000,242000
2021-02-26,0.220000,0.220000,0.190000,0.190000,0.190000,98000
2021-03-01,0.190000,0.210000,0.190000,0.190000,0.190000,106900
2021-03-02,0.190000,0.220000,0.190000,0.200000,0.200000,106700
2021-03-03,0.220000,0.230000,0.190000,0.190000,0.190000,55500
2021-03-04,0.200000,0.210000,0.170000,0.170000,0.170000,329100
2021-03-05,0.170000,0.200000,0.170000,0.200000,0.200000,144500
2021-03-08,0.180000,0.200000,0.170000,0.190000,0.190000,199000
2021-03-09,0.190000,0.200000,0.190000,0.190000,0.190000,18000
2021-03-10,0.190000,0.200000,0.190000,0.200000,0.200000,8400
2021-03-11,0.190000,0.200000,0.190000,0.190000,0.190000,95300
2021-03-12,0.190000,0.200000,0.190000,0.200000,0.200000,89200
2021-03-15,0.200000,0.210000,0.200000,0.200000,0.200000,153400
2021-03-16,0.200000,0.200000,0.200000,0.200000,0.200000,180700
2021-03-17,0.190000,0.220000,0.190000,0.200000,0.200000,62100
2021-03-18,0.200000,0.220000,0.200000,0.220000,0.220000,33700
2021-03-19,0.220000,0.230000,0.220000,0.230000,0.230000,37600
2021-03-22,0.240000,0.250000,0.220000,0.240000,0.240000,105000
2021-03-23,0.220000,0.230000,0.210000,0.220000,0.220000,118300
2021-03-24,0.220000,0.220000,0.210000,0.210000,0.210000,41000
2021-03-25,0.230000,0.230000,0.210000,0.210000,0.210000,19300
2021-03-26,0.210000,0.220000,0.210000,0.220000,0.220000,67400
2021-03-29,0.220000,0.250000,0.220000,0.220000,0.220000,60900
2021-03-30,0.220000,0.230000,0.210000,0.210000,0.210000,44300
2021-03-31,0.210000,0.220000,0.210000,0.220000,0.220000,54500
2021-04-01,0.220000,0.220000,0.210000,0.220000,0.220000,41700
2021-04-05,0.200000,0.220000,0.170000,0.220000,0.220000,147800
2021-04-06,0.220000,0.230000,0.210000,0.210000,0.210000,40600
2021-04-07,0.210000,0.230000,0.200000,0.210000,0.210000,39400
2021-04-08,0.190000,0.220000,0.190000,0.210000,0.210000,51100
2021-04-09,0.210000,0.220000,0.200000,0.220000,0.220000,30500
2021-04-12,0.210000,0.210000,0.200000,0.200000,0.200000,112800
2021-04-13,0.200000,0.200000,0.190000,0.190000,0.190000,130200
2021-04-14,0.180000,0.200000,0.180000,0.200000,0.200000,101100
2021-04-15,0.200000,0.210000,0.190000,0.200000,0.200000,31800
2021-04-16,0.210000,0.210000,0.200000,0.200000,0.200000,15300
2021-04-19,0.190000,0.200000,0.190000,0.190000,0.190000,32000
2021-04-20,0.190000,0.200000,0.190000,0.190000,0.190000,67100
2021-04-21,0.190000,0.200000,0.190000,0.200000,0.200000,239100
2021-04-22,0.200000,0.200000,0.200000,0.200000,0.200000,10600
2021-04-23,0.200000,0.210000,0.200000,0.200000,0.200000,26900
2021-04-26,0.190000,0.200000,0.190000,0.190000,0.190000,23700
2021-04-27,0.190000,0.200000,0.190000,0.200000,0.200000,8200
2021-04-28,0.190000,0.200000,0.190000,0.190000,0.190000,49700
2021-04-29,0.200000,0.200000,0.190000,0.190000,0.190000,55700
2021-04-30,0.200000,0.200000,0.190000,0.190000,0.190000,63200
2021-05-03,0.190000,0.190000,0.180000,0.190000,0.190000,324000
2021-05-04,0.180000,0.190000,0.180000,0.190000,0.190000,91300
2021-05-05,0.180000,0.190000,0.180000,0.180000,0.180000,2000
2021-05-06,0.180000,0.190000,0.170000,0.170000,0.170000,33900
2021-05-07,0.170000,0.180000,0.170000,0.170000,0.170000,37700
2021-05-10,0.170000,0.190000,0.170000,0.180000,0.180000,82500
2021-05-11,0.180000,0.180000,0.180000,0.180000,0.180000,2700
2021-05-12,0.190000,0.190000,0.180000,0.190000,0.190000,32600
2021-05-13,0.190000,0.210000,0.190000,0.210000,0.210000,97800
2021-05-14,0.200000,0.200000,0.190000,0.190000,0.190000,28500
2021-05-17,0.190000,0.190000,0.180000,0.190000,0.190000,39000
2021-05-18,0.180000,0.200000,0.170000,0.190000,0.190000,52500
2021-05-19,0.200000,0.200000,0.170000,0.190000,0.190000,28400
2021-05-20,0.170000,0.200000,0.170000,0.190000,0.190000,4500
2021-05-21,0.190000,0.200000,0.190000,0.200000,0.200000,11400
2021-05-24,0.200000,0.200000,0.200000,0.200000,0.200000,300
2021-05-25,0.180000,0.200000,0.180000,0.200000,0.200000,36200
2021-05-26,0.200000,0.210000,0.180000,0.190000,0.190000,21800
2021-05-27,0.190000,0.200000,0.170000,0.170000,0.170000,60200
2021-05-28,0.190000,0.200000,0.170000,0.170000,0.170000,77900
2021-06-01,0.180000,0.200000,0.180000,0.190000,0.190000,82200
2021-06-02,0.170000,0.190000,0.170000,0.180000,0.180000,117900
2021-06-03,0.170000,0.170000,0.170000,0.170000,0.170000,4300
2021-06-04,0.180000,0.180000,0.170000,0.180000,0.180000,52700
2021-06-07,0.180000,0.180000,0.180000,0.180000,0.180000,28200
2021-06-08,0.180000,0.180000,0.180000,0.180000,0.180000,5100
2021-06-09,0.180000,0.190000,0.180000,0.180000,0.180000,20300
2021-06-10,0.180000,0.180000,0.180000,0.180000,0.180000,200
2021-06-11,0.170000,0.180000,0.170000,0.180000,0.180000,900
2021-06-14,0.180000,0.180000,0.180000,0.180000,0.180000,9000
2021-06-15,0.180000,0.180000,0.170000,0.180000,0.180000,11900
2021-06-16,0.180000,0.180000,0.170000,0.170000,0.170000,13600
2021-06-17,0.170000,0.170000,0.170000,0.170000,0.170000,1200
2021-06-18,0.170000,0.170000,0.170000,0.170000,0.170000,100
2021-06-21,0.170000,0.190000,0.170000,0.170000,0.170000,52600
2021-06-22,0.170000,0.170000,0.170000,0.170000,0.170000,7000
2021-06-23,0.170000,0.170000,0.170000,0.170000,0.170000,10800
2021-06-24,0.170000,0.170000,0.170000,0.170000,0.170000,0
2021-06-25,0.170000,0.180000,0.170000,0.170000,0.170000,14000
2021-06-28,0.170000,0.180000,0.170000,0.180000,0.180000,22100
2021-06-29,0.180000,0.180000,0.170000,0.170000,0.170000,12500
2021-06-30,0.170000,0.170000,0.170000,0.170000,0.170000,23600
2021-07-01,0.180000,0.180000,0.170000,0.170000,0.170000,117700
2021-07-02,0.170000,0.170000,0.170000,0.170000,0.170000,500
2021-07-06,0.170000,0.180000,0.170000,0.170000,0.170000,7900
2021-07-07,0.170000,0.180000,0.170000,0.180000,0.180000,65400
2021-07-08,0.180000,0.180000,0.180000,0.180000,0.180000,77500
2021-07-09,0.180000,0.180000,0.180000,0.180000,0.180000,6100
2021-07-12,0.180000,0.180000,0.170000,0.170000,0.170000,14200
2021-07-13,0.170000,0.170000,0.170000,0.170000,0.170000,31900
2021-07-14,0.170000,0.170000,0.170000,0.170000,0.170000,63800
2021-07-15,0.170000,0.170000,0.170000,0.170000,0.170000,90900
2021-07-16,0.170000,0.170000,0.160000,0.160000,0.160000,20300
2021-07-19,0.170000,0.170000,0.170000,0.170000,0.170000,12100
2021-07-20,0.170000,0.170000,0.170000,0.170000,0.170000,43800
2021-07-21,0.170000,0.200000,0.170000,0.200000,0.200000,64000
2021-07-22,0.200000,0.200000,0.190000,0.190000,0.190000,90000
2021-07-23,0.190000,0.190000,0.180000,0.190000,0.190000,91600
2021-07-26,0.180000,0.190000,0.180000,0.180000,0.180000,49300
2021-07-27,0.180000,0.180000,0.180000,0.180000,0.180000,2800
2021-07-28,0.180000,0.200000,0.180000,0.190000,0.190000,27100
2021-07-29,0.190000,0.210000,0.190000,0.210000,0.210000,26500
2021-07-30,0.210000,0.210000,0.200000,0.210000,0.210000,35800
2021-08-02,0.210000,0.210000,0.180000,0.200000,0.200000,16700
2021-08-03,0.180000,0.190000,0.180000,0.190000,0.190000,3300
2021-08-04,0.200000,0.200000,0.180000,0.190000,0.190000,68500
2021-08-05,0.190000,0.190000,0.180000,0.180000,0.180000,12600
2021-08-06,0.190000,0.190000,0.180000,0.190000,0.190000,12900
2021-08-09,0.190000,0.190000,0.180000,0.180000,0.180000,64600
2021-08-10,0.180000,0.190000,0.180000,0.190000,0.190000,7700
2021-08-11,0.190000,0.190000,0.180000,0.180000,0.180000,2000
2021-08-12,0.190000,0.210000,0.190000,0.210000,0.210000,112100
2021-08-13,0.210000,0.210000,0.190000,0.210000,0.210000,59000
2021-08-16,0.200000,0.210000,0.200000,0.200000,0.200000,56900
2021-08-17,0.210000,0.210000,0.190000,0.200000,0.200000,41400
2021-08-18,0.200000,0.200000,0.200000,0.200000,0.200000,20000
2021-08-19,0.200000,0.200000,0.190000,0.190000,0.190000,12200
2021-08-20,0.200000,0.200000,0.190000,0.190000,0.190000,3200
2021-08-23,0.200000,0.200000,0.190000,0.200000,0.200000,24400
2021-08-24,0.200000,0.200000,0.190000,0.200000,0.200000,3600
2021-08-25,0.190000,0.200000,0.190000,0.190000,0.190000,75600
2021-08-26,0.190000,0.200000,0.180000,0.190000,0.190000,52200
2021-08-27,0.190000,0.190000,0.170000,0.180000,0.180000,156100
2021-08-30,0.190000,0.200000,0.180000,0.190000,0.190000,4200
2021-08-31,0.190000,0.190000,0.180000,0.180000,0.180000,3800
2021-09-01,0.190000,0.190000,0.190000,0.190000,0.190000,10400
2021-09-02,0.180000,0.190000,0.170000,0.180000,0.180000,13300
2021-09-03,0.180000,0.180000,0.180000,0.180000,0.180000,12500
2021-09-07,0.180000,0.180000,0.180000,0.180000,0.180000,28200
2021-09-08,0.180000,0.200000,0.180000,0.190000,0.190000,155300
2021-09-09,0.200000,0.200000,0.200000,0.200000,0.200000,4600
2021-09-10,0.190000,0.190000,0.190000,0.190000,0.190000,113200
2021-09-13,0.190000,0.200000,0.190000,0.190000,0.190000,138000
2021-09-14,0.180000,0.190000,0.180000,0.190000,0.190000,7800
2021-09-15,0.190000,0.190000,0.190000,0.190000,0.190000,2300
2021-09-16,0.190000,0.190000,0.190000,0.190000,0.190000,2900
2021-09-17,0.190000,0.190000,0.190000,0.190000,0.190000,7300
2021-09-20,0.190000,0.190000,0.190000,0.190000,0.190000,58100
2021-09-21,0.190000,0.190000,0.190000,0.190000,0.190000,13300
2021-09-22,0.190000,0.190000,0.190000,0.190000,0.190000,1200
2021-09-23,0.190000,0.190000,0.190000,0.190000,0.190000,4600
2021-09-24,0.190000,0.190000,0.190000,0.190000,0.190000,20000
2021-09-27,0.190000,0.190000,0.190000,0.190000,0.190000,120900
2021-09-28,0.190000,0.190000,0.190000,0.190000,0.190000,10500
2021-09-29,0.190000,0.190000,0.190000,0.190000,0.190000,1000
2021-09-30,0.190000,0.190000,0.190000,0.190000,0.190000,8700
2021-10-01,0.190000,0.190000,0.190000,0.190000,0.190000,23300
2021-10-04,0.190000,0.190000,0.190000,0.190000,0.190000,1800
2021-10-05,0.190000,0.190000,0.190000,0.190000,0.190000,200
2021-10-06,0.190000,0.190000,0.190000,0.190000,0.190000,3600
2021-10-07,0.190000,0.190000,0.190000,0.190000,0.190000,21000
2021-10-08,0.190000,0.190000,0.190000,0.190000,0.190000,18700
2021-10-11,0.190000,0.190000,0.190000,0.190000,0.190000,3600
2021-10-12,0.190000,0.190000,0.190000,0.190000,0.190000,268000
2021-10-13,0.190000,0.190000,0.190000,0.190000,0.190000,56000
2021-10-14,0.190000,0.190000,0.180000,0.180000,0.180000,22500
2021-10-15,0.180000,0.180000,0.180000,0.180000,0.180000,2000
2021-10-18,0.180000,0.180000,0.180000,0.180000,0.180000,5100
2021-10-19,0.190000,0.190000,0.180000,0.180000,0.180000,13200
2021-10-20,0.180000,0.180000,0.180000,0.180000,0.180000,9500
2021-10-21,0.180000,0.180000,0.180000,0.180000,0.180000,2500
2021-10-22,0.180000,0.190000,0.180000,0.180000,0.180000,81500
2021-10-25,0.180000,0.180000,0.180000,0.180000,0.180000,70500
2021-10-26,0.180000,0.180000,0.180000,0.180000,0.180000,7900
2021-10-27,0.180000,0.180000,0.180000,0.180000,0.180000,4900
2021-10-28,0.180000,0.180000,0.180000,0.180000,0.180000,2500
2021-10-29,0.180000,0.180000,0.180000,0.180000,0.180000,0
2021-11-01,0.180000,0.180000,0.180000,0.180000,0.180000,117900
2021-11-02,0.180000,0.180000,0.170000,0.180000,0.180000,44000
2021-11-03,0.180000,0.180000,0.180000,0.180000,0.180000,0
2021-11-04,0.170000,0.170000,0.170000,0.170000,0.170000,2100
2021-11-05,0.170000,0.180000,0.170000,0.180000,0.180000,3500
2021-11-08,0.170000,0.180000,0.160000,0.160000,0.160000,310300
2021-11-09,0.170000,0.170000,0.170000,0.170000,0.170000,3500
2021-11-10,0.170000,0.180000,0.170000,0.170000,0.170000,37500
2021-11-11,0.170000,0.170000,0.150000,0.160000,0.160000,323000
2021-11-12,0.160000,0.160000,0.150000,0.150000,0.150000,51700
2021-11-15,0.170000,0.180000,0.160000,0.170000,0.170000,229700
2021-11-16,0.180000,0.180000,0.170000,0.180000,0.180000,69100
2021-11-17,0.180000,0.180000,0.170000,0.170000,0.170000,28200
2021-11-18,0.170000,0.180000,0.170000,0.170000,0.170000,36200
2021-11-19,0.180000,0.180000,0.180000,0.180000,0.180000,100
2021-11-22,0.180000,0.180000,0.180000,0.180000,0.180000,35700
2021-11-23,0.180000,0.180000,0.170000,0.170000,0.170000,39200
2021-11-24,0.170000,0.180000,0.170000,0.180000,0.180000,4100
2021-11-26,0.170000,0.180000,0.170000,0.180000,0.180000,62200
2021-11-29,0.170000,0.180000,0.170000,0.180000,0.180000,15000
2021-11-30,0.180000,0.180000,0.180000,0.180000,0.180000,3600
2021-12-01,0.180000,0.180000,0.170000,0.170000,0.170000,20000
2021-12-02,0.170000,0.170000,0.170000,0.170000,0.170000,11600
2021-12-03,0.170000,0.170000,0.170000,0.170000,0.170000,78500
2021-12-06,0.170000,0.180000,0.170000,0.170000,0.170000,114600
2021-12-07,0.180000,0.180000,0.180000,0.180000,0.180000,22000
2021-12-08,0.180000,0.180000,0.170000,0.180000,0.180000,68100
2021-12-09,0.180000,0.180000,0.170000,0.170000,0.170000,8000
2021-12-10,0.170000,0.180000,0.170000,0.170000,0.170000,14700
2021-12-13,0.180000,0.180000,0.170000,0.170000,0.170000,91600
2021-12-14,0.170000,0.170000,0.170000,0.170000,0.170000,0
2021-12-15,0.180000,0.180000,0.170000,0.170000,0.170000,14600
2021-12-16,0.170000,0.170000,0.170000,0.170000,0.170000,2000
2021-12-17,0.170000,0.170000,0.170000,0.170000,0.170000,10000
2021-12-20,0.170000,0.170000,0.170000,0.170000,0.170000,0
2021-12-21,0.170000,0.180000,0.170000,0.180000,0.180000,31600
2021-12-22,0.170000,0.170000,0.170000,0.170000,0.170000,9300
2021-12-23,0.170000,0.170000,0.160000,0.170000,0.170000,59000
2021-12-27,0.170000,0.170000,0.170000,0.170000,0.170000,32700
2021-12-28,0.180000,0.180000,0.160000,0.170000,0.170000,29600
2021-12-29,0.180000,0.180000,0.180000,0.180000,0.180000,30100
2021-12-30,0.180000,0.180000,0.180000,0.180000,0.180000,34000
2021-12-31,0.160000,0.160000,0.160000,0.160000,0.160000,1100
2022-01-03,0.160000,0.180000,0.160000,0.160000,0.160000,26300
2022-01-04,0.160000,0.160000,0.160000,0.160000,0.160000,2000
2022-01-05,0.160000,0.160000,0.160000,0.160000,0.160000,200
2022-01-06,0.180000,0.180000,0.180000,0.180000,0.180000,100
2022-01-07,0.180000,0.180000,0.180000,0.180000,0.180000,1500
2022-01-10,0.180000,0.180000,0.170000,0.170000,0.170000,7800
2022-01-11,0.160000,0.170000,0.160000,0.160000,0.160000,47300
2022-01-12,0.160000,0.160000,0.160000,0.160000,0.160000,0
2022-01-13,0.160000,0.160000,0.160000,0.160000,0.160000,0
2022-01-14,0.170000,0.170000,0.170000,0.170000,0.170000,3700
2022-01-18,0.160000,0.180000,0.160000,0.170000,0.170000,22200
2022-01-19,0.160000,0.170000,0.160000,0.160000,0.160000,36000
2022-01-20,0.160000,0.160000,0.160000,0.160000,0.160000,56500
2022-01-21,0.160000,0.170000,0.160000,0.160000,0.160000,13200
2022-01-24,0.180000,0.180000,0.160000,0.160000,0.160000,13600
2022-01-25,0.160000,0.160000,0.160000,0.160000,0.160000,5000
2022-01-26,0.160000,0.160000,0.160000,0.160000,0.160000,1600
2022-01-27,0.160000,0.160000,0.160000,0.160000,0.160000,35000
2022-01-28,0.160000,0.160000,0.160000,0.160000,0.160000,8000
2022-01-31,0.160000,0.160000,0.160000,0.160000,0.160000,0
2022-02-01,0.160000,0.160000,0.160000,0.160000,0.160000,600
2022-02-02,0.170000,0.170000,0.170000,0.170000,0.170000,1000
2022-02-03,0.160000,0.160000,0.160000,0.160000,0.160000,100
2022-02-04,0.160000,0.160000,0.150000,0.150000,0.150000,9000
2022-02-07,0.150000,0.160000,0.150000,0.150000,0.150000,10800
2022-02-08,0.160000,0.170000,0.160000,0.160000,0.160000,1100
